,degree,eigenvector,closeness,pagerank,betweenness,hubscore,authorities,radiality,clusterrank,dmnc,lobby,leverage,subgraph,topologicalcoeff,eccentricity,geodkpath,stress,informationcent,localbridge,,,,,,
235,0.107843137,0.012297762,0.555341267,0.037565142,0.044250182,0.003236522,0.000225444,0.746410696,0,0.087301587,0.315789474,0.697258138,1.82E-06,0.073664396,0.5,0.196203516,0,0.180683079,0.000180639,,,,,,
236,0.137254902,0.024812424,0.604698,0.057465643,0.110920267,0.004284601,0.000589682,0.783819348,0.407633588,0.111111111,0.578947368,0.61303757,2.81E-05,0.062986324,0.25,0.262175198,0.017778312,0.795463482,0.000359112,,,,,,
237,0.225490196,0.063862078,0.729382765,0.190695943,0.187552102,0.008111146,0.009830452,0.865075076,0,0.182539683,0.631578947,0.689975589,8.39E-07,0.031613095,0.25,0.500388984,0,0.367378781,0.000184235,,,,,,
238,0.166666667,0.041899896,0.662163572,0.128288525,0.196846101,0.013449055,0.003734984,0.822966844,0.112977099,0.134920635,0.631578947,0.628043484,4.49E-06,0.047244931,0.25,0.369534775,0.000100139,0.426231374,0.000341365,,,,,,
239,0.205882353,0.045560253,0.666041766,0.15215485,0.217419813,0.004167488,0.009475875,0.825199145,0,0.166666667,0.578947368,0.737760475,3.00E-05,0.036004948,0.25,0.374669364,0,0.168046022,0.00012888,,,,,,
240,0.147058824,0.03792265,0.638922269,0.094005823,0.097656404,0.025153775,0.00320011,0.808139671,0,0.119047619,0.526315789,0.652787155,1.28E-05,0.053015906,0.25,0.313987864,0,0.189572699,0.000214068,,,,,,
242,0.107843137,0.040481913,0.62225282,0.045141257,0.053344034,0.006005773,0.001786371,0.796602204,0,0.087301587,0.421052632,0.534356922,7.52E-06,0.075504457,0.25,0.307608527,0,0.189572699,0.000580075,,,,,,
244,0.166666667,0.042630415,0.661708169,0.139260573,0.158698281,0.0094261,0.001692362,0.822731865,0,0.134920635,0.578947368,0.663472676,1.13E-05,0.046530396,0.25,0.37015715,0,0.184361236,0.000191217,,,,,,
247,0.088235294,0.010960024,0.545937677,0.084412442,0.013142654,0.002195049,0.000913655,0.740465728,0,0.071428571,0.368421053,0.574118972,0,0.091775301,0.5,0.181266532,0,0.840728877,0.000480876,,,,,,
248,0.137254902,0.025485247,0.62521294,0.071024386,0.121012907,0.002597229,0.001911434,0.798928496,0,0.111111111,0.526315789,0.619206836,6.87E-06,0.057200838,0.25,0.299984441,0.028830464,0.723625476,0.00035349,,,,,,
251,0.117647059,0.050473911,0.624353004,0.03885615,0.092123358,0.063995636,0.00030649,0.797166154,0,0.095238095,0.526315789,0.539861183,1.35E-05,0.068935331,0.5,0.305430216,0.062320014,0.859496386,0.000656675,,,,,,
252,0.205882353,0.065905352,0.712154963,0.126643456,0.142788716,0.004048036,0.015468944,0.854806495,0,0.166666667,0.578947368,0.718403075,3.99E-06,0.035600749,0.25,0.461334993,0,0.181371621,0.000168676,,,,,,
253,0.088235294,0.046250393,0.605232129,0.016938893,0.042091373,0.04749991,0.000128081,0.785816669,0,0.071428571,0.421052632,0.470823024,3.20E-05,0.091818304,0.25,0.269799284,0,0.181371621,0.001061011,,,,,,
254,0.137254902,0.029301001,0.602784338,0.067101516,0.096406034,0.00498437,0.000335586,0.782385976,0,0.111111111,0.526315789,0.642245225,1.12E-06,0.057736851,0.25,0.264509102,0,0.184489797,0.000379494,,,,,,
255,0.098039216,0.023142339,0.577398037,0.016938893,0.040588736,0.006418662,0.000128081,0.764574571,0.407633588,0.079365079,0.473684211,0.500125589,2.05E-05,0.0887505,0.25,0.223899175,0.007211569,0.782782649,0.000921855,,,,,,
256,0.147058824,0.039110493,0.643740337,0.09259679,0.086682678,0.011031457,0.000994184,0.810489461,0,0.119047619,0.526315789,0.623564329,1.48E-05,0.055007682,0.25,0.341372335,0.015767632,0.79471792,0.000255336,,,,,,
260,0.303921569,0.088892154,0.751041058,0.402362621,0.194336501,0.004551771,0.028262556,0.876518552,0,0.26984127,0.631578947,0.792892293,2.16E-06,0.02165543,0.25,0.544266376,0,0.184429643,8.94E-05,,,,,,
261,0.607843137,0.795668809,0.810367001,0.700734498,0.647703478,0.002429251,0.781419365,0.907183307,0.093129771,0.579365079,0.736842105,0.906574136,8.70E-06,0.016231048,0.25,0.654271044,0.018832931,0.787248398,2.23E-05,,,,,,
262,0.18627451,0.126698819,0.658195752,0.124416187,0.078342829,0.035290695,0.086993877,0.820382076,0,0.150793651,0.526315789,0.689583479,1.61E-06,0.050321213,0.25,0.365644935,0.030384722,0.635421133,0.000163839,,,,,,
263,0.568627451,0.427125021,0.845265897,0.736204643,0.672987607,0.006570783,0.328975173,0.927837959,0,0.547619048,0.789473684,0.886726447,4.55E-06,0.012161858,0,0.718220009,0,0.584236923,2.55E-05,,,,,,
264,0.137254902,0.053500295,0.615237675,0.090856621,0.171881214,0.009276382,0.022922277,0.791268181,0,0.111111111,0.526315789,0.637888539,2.51E-06,0.061544692,0.25,0.288314921,0,0.462487432,0.000293936,,,,,,
265,0.225490196,0.117912287,0.670480735,0.259939016,0.185958414,0.002435485,0.08333803,0.828089386,0,0.182539683,0.631578947,0.756443358,7.18E-07,0.041854534,0.25,0.388050412,0,0.146275848,9.60E-05,,,,,,
266,0.245098039,0.081450778,0.676571751,0.189417515,0.183083258,0.004856168,0.029145273,0.830885636,0,0.198412698,0.631578947,0.754317271,1.04E-05,0.039316375,0.25,0.402520616,0,0.465872148,0.000141974,,,,,,
267,0.274509804,0.098681112,0.72598541,0.244576395,0.213750049,0.023493996,0.03557989,0.861973353,0,0.23015873,0.631578947,0.764261572,6.21E-06,0.030374868,0,0.500077797,0,0.183555892,8.46E-05,,,,,,
268,0.117647059,0.028155613,0.588863053,0.067491439,0.197837336,0.001912952,0.008960595,0.772328877,0,0.095238095,0.526315789,0.611434569,9.54E-06,0.073552181,0.25,0.251594834,0,0.367926766,0.000372522,,,,,,
270,0.156862745,0.062096893,0.651315047,0.180792154,0.15003306,0.065010345,0.00932368,0.815259534,0.080916031,0.126984127,0.526315789,0.668397291,6.56E-06,0.050870367,0.25,0.354442197,0.014503776,0.794860722,0.00023367,,,,,,
272,0.12745098,0.159063104,0.701188953,0.077374247,0.109117809,0.335703444,0.009312848,0.847639636,0,0.103174603,0.631578947,0.396910826,6.11E-06,0.075217112,0.25,0.43908511,0,0.487345833,0.001086364,,,,,,
273,0.147058824,0.037954825,0.627190795,0.089483685,0.111528601,0.003787294,0.009576362,0.799186973,0,0.119047619,0.526315789,0.67040094,1.40E-05,0.055733359,0.5,0.315232612,0.000144411,0.322026909,0.000191787,,,,,,
275,0.215686275,0.036174877,0.670792008,0.184503113,0.076737239,0.003748583,0.005836852,0.828089386,0,0.174603175,0.578947368,0.763337165,2.67E-06,0.033831235,0,0.379181578,0.003549654,0.377255368,8.23E-05,,,,,,
276,0.049019608,0.01788756,0.536129554,0.076682814,0.032611762,5.90E-05,0.003182525,0.733016895,0,0.03968254,0.263157895,0.292728593,1.26E-06,0.15886008,0.25,0.169285825,0,0.184416921,0.004175511,,,,,,
277,0.156862745,0.051935251,0.64677555,0.107158955,0.129233133,0.044479146,0.002245628,0.812604272,0,0.126984127,0.578947368,0.636750298,1.20E-05,0.05164473,0.25,0.336393341,0,0.503225212,0.000251748,,,,,,
280,0.12745098,0.028069989,0.585928367,0.078240072,0.062012256,0.018772821,0.000359196,0.770096576,0,0.103174603,0.421052632,0.68267371,9.55E-07,0.061867769,0.25,0.23665785,0,0.350652002,0.00015455,,,,,,
281,0.12745098,0.033500046,0.608062653,0.073828289,0.13934492,0.002163248,0.003393171,0.786803581,0.076335878,0.103174603,0.473684211,0.62552141,2.61E-06,0.06506281,0.25,0.273844718,0.017577507,0.818237499,0.000225383,,,,,,
282,0.107843137,0.028708699,0.607466754,0.209279603,0.003863108,5.89E-05,0.002579356,0.785887163,0,0.087301587,0.526315789,0.509911569,0,0.07431556,0.25,0.268710129,0.008909184,0.834267532,0.000723719,,,,,,
285,0.117647059,0.248052842,0.71851365,0.044934572,0.05709013,0.594338639,0.000372782,0.858895129,0.13129771,0.095238095,0.631578947,0.327230617,5.81E-06,0.084558004,0.25,0.459779057,0.015237951,0.818628161,0.001549799,,,,,,
286,0.12745098,0.02645792,0.61641494,0.074547059,0.220136859,0.006443512,0.001133537,0.792866038,0,0.103174603,0.473684211,0.612329984,4.81E-07,0.062665535,0.25,0.287070173,0,0.185284984,0.000310839,,,,,,
287,0.117647059,0.018049776,0.59493469,0.058488372,0.038914591,0.005377946,0.000456701,0.778250347,0,0.095238095,0.421052632,0.639607448,4.85E-07,0.068099358,0.5,0.24490431,0.016919754,0.737068978,0.000265747,,,,,,
289,0.117647059,0.029415573,0.597678009,0.090428054,0.228897511,0.018609375,0.001936012,0.779589727,0,0.095238095,0.421052632,0.61710586,1.08E-05,0.067936907,0.25,0.251128054,0,0.18258624,0.000266504,,,,,,
292,0.147058824,0.026478337,0.62572648,0.134024736,0.143534151,0.005736526,0.001802924,0.799374956,0,0.119047619,0.526315789,0.660635451,4.60E-06,0.053709724,0.25,0.3034075,0.05215119,0.789853681,0.000290026,,,,,,
295,0.098039216,0.021696061,0.582143435,0.039505328,0.054889065,0.009112301,0.000347034,0.767582301,0,0.079365079,0.421052632,0.527130379,6.83E-06,0.081941873,0.25,0.236813443,0,0.18258624,0.000832504,,,,,,
299,0.029411765,0.010271365,0.473397777,0.051119589,0.015945742,5.09E-05,0.000282214,0.680640083,0,0.023809524,0.157894737,0.224917013,2.69E-08,0.241425962,0.25,0.10098024,0.018672709,0.73722782,0.008902681,,,,,,
300,0.098039216,0.013204667,0.504795156,0.046078715,0.078453244,0.000833601,0.000297951,0.706135301,0,0.079365079,0.210526316,0.739750325,1.47E-07,0.081811365,0.25,0.131476583,0,0.861011739,0.000212761,,,,,,
301,0.088235294,0.02695681,0.605031074,0.167626202,0.092589852,0.000996139,0.000947926,0.784477289,0,0.071428571,0.473684211,0.414628072,1.57E-06,0.089711154,0.25,0.270266065,0.048998402,0.678827954,0.001520818,,,,,,
304,0.12745098,0.241403841,0.685529627,0.101482223,0.113452601,0.608435505,0.00110594,0.836830604,0,0.103174603,0.578947368,0.430300906,3.42E-06,0.080675054,0.25,0.397541621,0.056057128,0.820965178,0.00076974,,,,,,
305,0.117647059,0.034208477,0.618920868,0.053943419,0.094595065,0.005254291,0.000966826,0.794910356,0,0.095238095,0.473684211,0.584205987,5.31E-06,0.066865972,0.25,0.294071884,0.005970903,0.372745449,0.000434434,,,,,,
306,0.029411765,0.01019829,0.472329518,0.069472667,0.007150371,9.22E-16,0.000378145,0.679982142,0,0.023809524,0.157894737,0.323990775,0,0.241425962,0.25,0.103936518,0,0.570941958,0.003639368,,,,,,
308,0.147058824,0.03496141,0.631290634,0.158743744,0.136510796,0.003993509,0.004011204,0.802711657,0,0.119047619,0.526315789,0.639268966,5.58E-06,0.054943177,0.25,0.313521083,0.02788389,0.749755809,0.000350187,,,,,,
311,0.205882353,0.022966168,0.631683056,0.178745663,0.02498407,0.004033067,0.001580148,0.801936227,0,0.166666667,0.526315789,0.759708527,0,0.037356879,0.25,0.301540377,0.035031159,0.802381836,0.000135414,,,,,,
314,0.333333333,0.070871563,0.71687977,0.191382125,0.245185555,0.006675272,0.000655289,0.855652419,0,0.301587302,0.631578947,0.88324144,1.98E-05,0.018593237,0,0.47378248,0,0.297876109,2.40E-05,,,,,,
315,0.196078431,0.04690736,0.676133305,0.125758991,0.147844752,0.043815484,0.001028072,0.831661066,0,0.158730159,0.631578947,0.696519899,4.86E-07,0.037461129,0,0.382137856,0.047200121,0.823284404,0.000146437,,,,,,
316,0.137254902,0.024068726,0.616408884,0.065278439,0.083016365,0.006103583,0.00033713,0.791197688,0,0.111111111,0.526315789,0.627213075,9.83E-06,0.05637345,0.25,0.288781702,0,0.487626382,0.0002615,,,,,,
317,0.137254902,0.028802545,0.598752325,0.067248808,0.075153211,0.003303198,0.00039394,0.778062363,0.149618321,0.111111111,0.526315789,0.657753604,8.95E-06,0.05908173,0.25,0.266220632,0.047797264,0.845738672,0.000248809,,,,,,
318,0.107843137,0.036129615,0.607492188,0.03189753,0.061343182,0.004255545,0.000253291,0.785957657,0,0.087301587,0.473684211,0.567981953,2.12E-05,0.074574076,0.25,0.281935584,0.227590009,0.862344352,0.000294676,,,,,,
327,0.147058824,0.025284605,0.639841554,0.122395744,0.096569461,0.00918991,0.001277146,0.808985596,0,0.119047619,0.526315789,0.652235513,2.94E-06,0.053395067,0.25,0.322234324,0.003192317,0.670891316,0.000278139,,,,,,
328,0.196078431,0.067267188,0.716029523,0.191880881,0.252867497,0.008695301,0.006077836,0.857391263,0,0.158730159,0.578947368,0.670999894,1.11E-05,0.038020034,0.25,0.477516726,0.002580944,0.370376416,0.000172312,,,,,,
331,0.098039216,0.027540385,0.603434741,0.033018451,0.163537253,0.009033001,0.00025308,0.784477289,0,0.079365079,0.368421053,0.570610721,3.43E-06,0.081775884,0.25,0.263886728,0,0.182371802,0.000386569,,,,,,
333,0.039215686,0.006112556,0.456471559,0.06221433,0.0005253,0.000317989,0.001816383,0.664215053,0,0.031746032,0.210526316,0.356642625,0,0.190854359,0.25,0.094445309,0.000984522,0.377198239,0.003738091,,,,,,
335,0.156862745,0.062811152,0.660546649,0.166169155,0.184205736,0.087179968,0.002082387,0.822285405,0.135877863,0.126984127,0.631578947,0.621683918,2.52E-05,0.050285795,0.25,0.356620507,0,0.185375016,0.000289473,,,,,,
336,0.009803922,0.001161517,0.307803643,0.008981244,0.000270985,4.14E-05,0.000123831,0.513029584,0,0.007936508,0.052631579,0.259786477,0,0.494283975,0.5,0.018515637,8.22E-05,0.366584914,0.014233004,,,,,,
340,0.205882353,0.044636317,0.69107198,0.24173582,0.009757849,0.001809716,0.01515703,0.841412694,0,0.166666667,0.631578947,0.695282327,0,0.035363101,0,0.415590478,0.083664318,0.785103506,0.000158666,,,,,,
343,0.264705882,0.115389709,0.6918435,0.31014876,0.123688938,0.006325055,0.06428842,0.840707757,0,0.222222222,0.631578947,0.775113508,2.58E-06,0.035441288,0,0.430527462,0,0.182558576,7.00E-05,,,,,,
344,0.392156863,0.269464198,0.750985344,0.460963998,0.243030774,0.002180413,0.201421809,0.875061682,0,0.388888889,0.684210526,0.839752976,2.42E-06,0.023411275,0.25,0.543021628,0,0.182558576,4.88E-05,,,,,,
345,0.529411765,0.44386556,0.780460583,0.610243054,0.340022814,0.00240581,0.346065829,0.89061729,0,0.507936508,0.736842105,0.893412391,3.25E-06,0.018835242,0.25,0.596701416,0.048450274,0.855582389,2.40E-05,,,,,,
346,0.284313725,0.197200289,0.733418412,0.331153354,0.394372528,0.003726053,0.138757196,0.866179477,0,0.246031746,0.684210526,0.745509487,5.74E-06,0.032343156,0.25,0.519682589,0,0.774606409,0.000137887,,,,,,
347,0.294117647,0.132280133,0.725586932,0.303285287,0.310280905,0.004428575,0.06738939,0.861150927,0,0.261904762,0.631578947,0.775187068,1.50E-06,0.0300564,0,0.49416524,2.11E-06,0.43054272,8.01E-05,,,,,,
348,0.421568627,0.410505046,0.775351832,0.496897684,0.556730473,0.00291945,0.373768848,0.889536386,0,0.412698413,0.684210526,0.853365807,4.58E-06,0.020570758,0.25,0.597790571,7.38E-06,0.365623568,3.61E-05,,,,,,
349,0.117647059,0.097409723,0.628831942,0.051466015,0.079961613,0.154531757,0.009451049,0.799962403,0,0.095238095,0.526315789,0.519640726,4.86E-06,0.075951999,0.25,0.309786837,0.001138419,0.36678272,0.000514337,,,,,,
351,0.039215686,0.006774439,0.477467337,0.062162262,0.006182709,1.22E-15,0.000437996,0.683647814,0,0.031746032,0.210526316,0.397756612,0,0.194225799,0.25,0.10751517,0.050957432,0.805967448,0.001517313,,,,,,
352,0.107843137,0.008549862,0.496405323,0.018766427,0.014271558,0.006282904,0.000167918,0.698897949,0,0.087301587,0.263157895,0.726967497,3.95E-06,0.074131014,0.5,0.124008091,0,0.054461015,0.000332835,,,,,,
354,0.156862745,0.187213878,0.717742129,0.15901267,0.15236571,0.438527087,0.002197457,0.857461757,0,0.126984127,0.631578947,0.50171494,1.81E-06,0.059209641,0.25,0.45946787,0.006170126,0.803471168,0.000275301,,,,,,
355,0.107843137,0.016352507,0.558105176,0.05204565,0.084734049,0.001877383,0.001967179,0.748854478,0,0.087301587,0.421052632,0.657974818,7.53E-06,0.072853953,0.25,0.199937763,0,0.180381557,0.000228039,,,,,,
356,0.18627451,0.031116319,0.644515491,0.140250206,0.194608116,0.007189183,0.004092602,0.810747938,0,0.150793651,0.526315789,0.711572057,3.36E-06,0.040809369,0.25,0.3276801,4.74E-06,0.363472992,0.000171776,,,,,,
358,0.107843137,0.01803416,0.575331767,0.025307809,0.103248602,0.004951867,0.000212377,0.762812228,0,0.087301587,0.473684211,0.583145541,9.01E-06,0.074224457,0.25,0.221409678,0,0.055087966,0.00054362,,,,,,
360,0.147058824,0.047674924,0.619217607,0.101124126,0.137998995,0.005262082,0.00071678,0.792795545,0.091603053,0.119047619,0.526315789,0.663858822,1.11E-05,0.053092597,0.25,0.287536953,0,0.178486914,0.000195841,,,,,,
369,0.078431373,0.015664518,0.547021682,0.081643369,0.122902023,0.000745172,0.000502628,0.741311653,0.254198473,0.063492063,0.368421053,0.48824234,9.62E-06,0.107310496,0.25,0.183444842,0.072439822,0.830253452,0.000937309,,,,,,
375,0.166666667,0.096216176,0.695045856,0.157516242,0.354551408,0.165673571,0.005286399,0.843363019,0,0.134920635,0.684210526,0.547623236,1.39E-05,0.04809494,0.25,0.417613194,0.02976966,0.802989111,0.000471515,,,,,,
381,0.196078431,0.052075383,0.670950672,0.245145301,0.121989787,0.006918339,0.017881433,0.828841319,0,0.158730159,0.578947368,0.716158303,9.71E-06,0.038010055,0.25,0.383538198,0,0.178486914,0.000191652,,,,,,
385,0.156862745,0.049472553,0.670760517,0.12667157,0.221634923,0.006230381,0.00491968,0.830110205,0.08778626,0.126984127,0.578947368,0.630849376,1.50E-05,0.051093841,0.25,0.386027696,0,0.629456679,0.000212317,,,,,,
386,0.117647059,0.023541383,0.600480676,0.057872144,0.064848893,0.006103523,0.000606046,0.781211082,0,0.095238095,0.421052632,0.608407537,5.92E-06,0.067847677,0.25,0.255640268,0.086048674,0.789205563,0.000237816,,,,,,
387,0.107843137,0.032947904,0.610445041,0.013411393,0.019012741,0.008839655,0.003266325,0.788448434,0,0.087301587,0.421052632,0.559967977,2.05E-05,0.077176313,0.25,0.283180333,0.021930379,0.762041414,0.000564264,,,,,,
390,0.225490196,0.062396222,0.699957185,0.255320155,0.38331736,0.002587306,0.007887646,0.847028691,0,0.182539683,0.631578947,0.729944115,8.71E-06,0.032773895,0,0.430060681,0,0.185757019,9.74E-05,,,,,,
391,0.039215686,0.008457959,0.487345708,0.055037924,0.000196962,0.000734619,0.000220948,0.692342035,0,0.031746032,0.210526316,0.278549981,0,0.193919305,0.5,0.119029096,0.019001585,0.803609524,0.005480065,,,,,,
397,0.245098039,0.056122569,0.705855624,0.324231176,0.282857232,0.019448866,0.008276459,0.849801443,0,0.198412698,0.684210526,0.750224979,1.09E-06,0.028617087,0.25,0.441419014,0.030738897,0.831447139,8.54E-05,,,,,,
405,0.323529412,0.230855897,0.724809355,0.373895421,0.296753144,0.007606989,0.193402358,0.860610475,0.091603053,0.293650794,0.684210526,0.80265371,5.06E-06,0.029061048,0.25,0.491208962,0.005003247,0.775479626,5.71E-05,,,,,,
407,0.62745098,0.746476472,0.82209242,0.739102619,0.353233637,0.053689079,0.693433749,0.914679136,0,0.595238095,0.736842105,0.91639398,3.83E-06,0.014332044,0.25,0.673564649,0,0.48304701,1.62E-05,,,,,,
408,0.490196078,0.381024928,0.819144411,0.58602795,0.757781853,0.003179204,0.295920294,0.913974199,0,0.476190476,0.789473684,0.8606399,8.47E-06,0.015590038,0,0.676054147,0.061530499,0.815618956,3.39E-05,,,,,,
409,0.137254902,0.034024745,0.613443919,0.101227805,0.228053819,0.002574574,0.015304631,0.789811312,0,0.111111111,0.578947368,0.604596895,8.68E-06,0.058376593,0.25,0.281468803,0,0.182760592,0.000465624,,,,,,
410,0.598039216,0.614037398,0.829078497,0.69804912,0.993240082,0.002748569,0.572495278,0.917592875,0,0.571428571,0.736842105,0.905954133,4.73E-06,0.012597176,0.25,0.692080286,0,0.187321935,2.04E-05,,,,,,
411,0.235294118,0.064426045,0.689198287,0.204561288,0.174223044,0.033486735,0.018655317,0.839603355,0,0.19047619,0.631578947,0.73813684,3.48E-06,0.032543256,0,0.410767076,0,0.185410906,0.000159766,,,,,,
412,0.441176471,0.431228094,0.772375967,0.463169844,0.470164321,0.001503239,0.420907366,0.887445074,0,0.428571429,0.736842105,0.860807306,4.05E-06,0.02027646,0.25,0.585498677,0.034630604,0.839839621,3.18E-05,,,,,,
413,0.12745098,0.02263698,0.593107022,0.068112173,0.089492372,0.001731124,0.010862586,0.775313109,0,0.103174603,0.473684211,0.655452559,7.73E-06,0.060813096,0.25,0.252995177,0,0.378365486,0.000304946,,,,,,
415,0.019607843,0.006276187,0.444672258,0.042359879,0.00035939,0.000619765,8.76E-05,0.654157953,0,0.015873016,0.105263158,0.191200259,0,0.325711966,0.25,0.086043255,0.028630714,0.816773169,0.014048074,,,,,,
421,0.137254902,0.021376084,0.592973792,0.084206052,0.07523147,0.003493442,0.002701771,0.775571586,0.073282443,0.111111111,0.473684211,0.669088019,5.76E-07,0.057869775,0.25,0.244593123,0.011821112,0.776431102,0.000243443,,,,,,
423,0.12745098,0.0261036,0.592176837,0.04886885,0.027770124,0.004478034,0.000374005,0.774772658,0,0.103174603,0.421052632,0.65980306,8.00E-07,0.062969667,0.25,0.254084332,0,0.379291901,0.00025189,,,,,,
